transaction_id,datetime,store_id,customer_id,product_id,quantity,unit_price,total_price,cost,total_cost
17348,2024-01-01 17:28:00,1,11235,14,2,33.01380645996399,66.03,20.72329573965296,41.45
45780,2024-01-01 17:33:00,1,14353,4,1,68.22263488683807,68.22,38.384228204385145,38.38
26329,2024-01-01 18:13:00,1,12182,43,1,89.85589018609846,89.86,54.405450134038176,54.41
27320,2024-01-01 18:23:00,1,12280,32,1,27.966539499221277,27.97,19.829429012940626,19.83
14429,2024-01-01 18:31:00,1,10902,39,1,51.76428576805554,51.76,30.080007484942904,30.08
18737,2024-01-01 19:25:00,1,11384,3,1,77.0999651371186,77.1,65.0307658356351,65.03
22703,2024-01-01 19:30:00,1,11811,6,1,110.83089913106828,110.83,64.35435783228779,64.35
36377,2024-01-02 09:00:00,1,13296,3,1,78.47596462606656,78.48,65.0307658356351,65.03
26622,2024-01-02 09:20:00,2,12215,16,1,109.64834012751734,109.65,57.07241429563664,57.07
36714,2024-01-02 09:31:00,3,13335,34,1,20.73267215696711,20.73,12.567958517114779,12.57
32115,2024-01-02 09:53:00,3,12780,12,1,68.61772946722951,68.62,46.19791007143927,46.2
12556,2024-01-02 09:54:00,6,10717,24,1,79.7012873269959,79.7,57.603832640718444,57.6
46640,2024-01-02 10:09:00,1,14452,8,1,29.66129548904619,29.66,21.322555337213245,21.32
20594,2024-01-02 10:23:00,3,11582,11,1,44.38637348223217,44.39,28.48313195933695,28.48
704,2024-01-02 10:24:00,1,704,18,1,87.27583821154187,87.28,41.49005920472118,41.49
14542,2024-01-02 11:02:00,1,10917,25,1,47.609837199500916,47.61,30.89087523116796,30.89
31196,2024-01-02 11:07:00,8,12694,38,1,69.74708881031195,69.75,43.27485813170894,43.27
45606,2024-01-02 11:09:00,2,14331,9,1,44.066247154496516,44.07,26.78976945949126,26.79
34116,2024-01-02 11:35:00,1,13031,16,3,106.20092633567295,318.6,57.07241429563664,171.22
4112,2024-01-02 11:48:00,1,4112,14,1,33.88053245823481,33.88,20.72329573965296,20.72
383,2024-01-02 11:50:00,1,383,24,1,75.60534745759668,75.61,57.603832640718444,57.6
5561,2024-01-02 12:03:00,4,5561,29,1,25.618115193784142,25.62,15.61851192702008,15.62
5894,2024-01-02 12:07:00,1,5894,26,1,20.222583867623737,20.22,12.094902325424748,12.09
44005,2024-01-02 12:11:00,2,14154,1,1,57.64925445270714,57.65,34.15932787828032,34.16
21573,2024-01-02 12:15:00,6,11698,33,1,26.50780552052717,26.51,16.292411071585747,16.29
41115,2024-01-02 12:21:00,1,13825,1,1,48.497605802696334,48.5,34.15932787828032,34.16
449,2024-01-02 12:24:00,2,449,38,1,67.49377012430158,67.49,43.27485813170894,43.27
449,2024-01-02 12:24:00,2,449,2,1,32.20858099598021,32.21,16.062306684945302,16.06
50093,2024-01-02 12:25:00,1,14805,10,1,49.28893454323325,49.29,36.607330330546446,36.61
49400,2024-01-02 12:31:00,1,14733,2,1,28.9081185919167,28.91,16.062306684945302,16.06
6398,2024-01-02 12:33:00,6,6398,11,2,46.81294074869868,93.63,28.48313195933695,56.97
20198,2024-01-02 12:51:00,1,11545,16,1,96.56218736002249,96.56,57.07241429563664,57.07
42515,2024-01-02 13:07:00,2,13991,4,2,73.69913284782824,147.4,38.384228204385145,76.77
42515,2024-01-02 13:07:00,2,13991,24,1,67.69747234530023,67.7,57.603832640718444,57.6
4593,2024-01-02 13:13:00,1,4593,2,1,28.31616034507036,28.32,16.062306684945302,16.06
39891,2024-01-02 13:13:00,4,13683,36,1,49.69099386354753,49.69,29.80019306443384,29.8
27005,2024-01-02 13:14:00,1,12251,22,2,93.88795440978697,187.78,47.90895689715446,95.82
36532,2024-01-02 13:29:00,4,13312,8,1,33.887128755644305,33.89,21.322555337213245,21.32
13770,2024-01-02 13:30:00,6,10835,13,2,49.447725347851254,98.9,30.769586247281993,61.54
50365,2024-01-02 13:33:00,4,14841,7,1,92.83684999955994,92.84,59.276590375450745,59.28
17451,2024-01-02 13:36:00,2,11242,23,1,103.09180095720276,103.09,50.69143856981371,50.69
10154,2024-01-02 13:39:00,1,10154,2,1,26.875234417813797,26.88,16.062306684945302,16.06
10154,2024-01-02 13:39:00,1,10154,10,3,52.708606375014874,158.13,36.607330330546446,109.82
47379,2024-01-02 14:08:00,1,14520,35,1,43.79891777893443,43.8,23.913437141788272,23.91
32219,2024-01-02 14:36:00,2,12792,36,1,55.660236868206134,55.66,29.80019306443384,29.8
14590,2024-01-02 14:40:00,1,10925,3,2,98.59093741422431,197.18,65.0307658356351,130.06
37243,2024-01-02 14:42:00,1,13390,43,1,88.54311486490917,88.54,54.405450134038176,54.41
8281,2024-01-02 15:07:00,1,8281,16,1,105.15106455718353,105.15,57.07241429563664,57.07
41422,2024-01-02 15:11:00,1,13863,40,1,54.1138155344422,54.11,29.753590822229057,29.75
48546,2024-01-02 15:15:00,4,14643,12,3,63.508650604616165,190.53,46.19791007143927,138.59
9806,2024-01-02 15:45:00,1,9806,6,1,127.27632957859475,127.28,64.35435783228779,64.35
9806,2024-01-02 15:45:00,1,9806,38,2,71.5874608457215,143.17,43.27485813170894,86.55
10474,2024-01-02 15:51:00,2,10474,30,1,31.798759365923054,31.8,22.215953663512238,22.22
8271,2024-01-02 15:57:00,1,8271,28,1,33.67389102639468,33.67,16.246310847977227,16.25
20504,2024-01-02 16:09:00,4,11573,33,1,25.02655808649148,25.03,16.292411071585747,16.29
11213,2024-01-02 16:27:00,1,10571,20,1,47.0947039017086,47.09,26.10422385227317,26.1
25512,2024-01-02 16:52:00,4,12091,4,1,64.02203357653028,64.02,38.384228204385145,38.38
37637,2024-01-02 16:58:00,4,13436,19,1,68.47133604314543,68.47,49.65040048880754,49.65
45579,2024-01-02 16:58:00,5,14328,9,1,41.793978919397375,41.79,26.78976945949126,26.79
25455,2024-01-02 17:05:00,1,12084,40,1,54.60797820318033,54.61,29.753590822229057,29.75
10149,2024-01-02 17:12:00,2,10149,14,1,33.00393191103897,33.0,20.72329573965296,20.72
42877,2024-01-02 17:33:00,1,14030,15,1,85.58221134306154,85.58,51.423338085999774,51.42
3214,2024-01-02 17:38:00,4,3214,19,1,65.70426062498676,65.7,49.65040048880754,49.65
46079,2024-01-02 18:11:00,4,14391,45,1,70.61803213659647,70.62,44.28384305551713,44.28
31644,2024-01-02 18:17:00,9,12733,34,2,21.056225149680483,42.11,12.567958517114779,25.14
31644,2024-01-02 18:17:00,9,12733,10,1,46.81892244635254,46.82,36.607330330546446,36.61
36175,2024-01-02 18:21:00,8,13272,6,1,108.37904783771393,108.38,64.35435783228779,64.35
22516,2024-01-02 18:54:00,2,11789,13,1,44.00020928513825,44.0,30.769586247281993,30.77
9814,2024-01-02 19:04:00,1,9814,29,1,25.012375841738287,25.01,15.61851192702008,15.62
26343,2024-01-02 19:29:00,5,12184,35,1,38.53845600744715,38.54,23.913437141788272,23.91
26343,2024-01-02 19:29:00,5,12184,41,1,66.2552082993038,66.26,40.97520645465092,40.98
13643,2024-01-02 19:30:00,5,10822,3,1,94.30155230407054,94.3,65.0307658356351,65.03
28194,2024-01-02 19:33:00,1,12377,43,1,77.50354477693953,77.5,54.405450134038176,54.41
16722,2024-01-02 19:54:00,1,11163,14,1,35.49464478108049,35.49,20.72329573965296,20.72
1966,2024-01-03 09:12:00,1,1966,18,1,71.64344222783375,71.64,41.49005920472118,41.49
703,2024-01-03 09:16:00,2,703,5,1,32.53420089555154,32.53,24.490637474094285,24.49
41727,2024-01-03 09:24:00,1,13904,25,1,43.101716785863275,43.1,30.89087523116796,30.89
21231,2024-01-03 09:28:00,7,11652,13,1,55.23313255744431,55.23,30.769586247281993,30.77
25066,2024-01-03 09:30:00,2,12032,18,2,74.97812180158658,149.96,41.49005920472118,82.98
18504,2024-01-03 09:30:00,3,11356,39,1,47.873318110014324,47.87,30.080007484942904,30.08
4008,2024-01-03 09:34:00,1,4008,32,1,29.286875148143462,29.29,19.829429012940626,19.83
14909,2024-01-03 10:02:00,1,10963,19,1,75.35520206460049,75.36,49.65040048880754,49.65
29963,2024-01-03 10:04:00,5,12562,3,3,87.70949318446509,263.13,65.0307658356351,195.09
13653,2024-01-03 10:06:00,3,10824,9,1,44.22020615723268,44.22,26.78976945949126,26.79
976,2024-01-03 10:09:00,4,976,23,1,83.8316926922485,83.83,50.69143856981371,50.69
39724,2024-01-03 10:39:00,3,13669,7,1,88.07500556999867,88.08,59.276590375450745,59.28
46293,2024-01-03 10:40:00,6,14411,4,1,61.2564945327577,61.26,38.384228204385145,38.38
15753,2024-01-03 10:50:00,1,11058,39,1,56.33499410880332,56.33,30.080007484942904,30.08
41326,2024-01-03 11:00:00,3,13852,30,1,24.459300728701898,24.46,22.215953663512238,22.22
1226,2024-01-03 11:01:00,1,1226,7,1,79.41827249251506,79.42,59.276590375450745,59.28
42428,2024-01-03 11:24:00,1,13985,37,1,22.453600913316688,22.45,15.25996596104613,15.26
9353,2024-01-03 11:28:00,7,9353,24,1,68.75325639463195,68.75,57.603832640718444,57.6
17119,2024-01-03 11:44:00,1,11205,17,1,105.16652719048984,105.17,51.49240095290434,51.49
6357,2024-01-03 11:45:00,1,6357,36,2,58.433209964524586,116.87,29.80019306443384,59.6
42000,2024-01-03 11:53:00,1,13934,36,1,56.55747937600891,56.56,29.80019306443384,29.8
40615,2024-01-03 11:59:00,1,13772,13,1,52.350433376258025,52.35,30.769586247281993,30.77
1421,2024-01-03 12:08:00,3,1421,3,1,79.62158245239577,79.62,65.0307658356351,65.03
1421,2024-01-03 12:08:00,3,1421,33,1,23.428939636381266,23.43,16.292411071585747,16.29
169,2024-01-03 12:39:00,1,169,44,1,35.72951560868115,35.73,28.442714982694312,28.44
169,2024-01-03 12:39:00,1,169,21,1,51.21325323905907,51.21,29.566587176025344,29.57
169,2024-01-03 12:39:00,1,169,23,1,104.1019792032679,104.1,50.69143856981371,50.69
50376,2024-01-03 12:41:00,1,14842,23,1,94.71497934280329,94.71,50.69143856981371,50.69
48686,2024-01-03 12:42:00,8,14653,16,3,108.29742681972265,324.89,57.07241429563664,171.22
757,2024-01-03 12:46:00,4,757,9,1,35.87199265579938,35.87,26.78976945949126,26.79
5064,2024-01-03 12:53:00,1,5064,20,1,48.19455168460851,48.19,26.10422385227317,26.1
38822,2024-01-03 13:23:00,1,13570,30,1,27.023118299774673,27.02,22.215953663512238,22.22
12615,2024-01-03 13:35:00,4,10723,7,1,84.91373192277686,84.91,59.276590375450745,59.28
1052,2024-01-03 13:36:00,6,1052,41,1,61.59017909443266,61.59,40.97520645465092,40.98
48211,2024-01-03 13:45:00,1,14604,8,1,28.94485864606077,28.94,21.322555337213245,21.32
3043,2024-01-03 13:54:00,1,3043,8,1,33.083111599009335,33.08,21.322555337213245,21.32
21251,2024-01-03 14:38:00,2,11656,29,1,31.3233185971175,31.32,15.61851192702008,15.62
21251,2024-01-03 14:38:00,2,11656,43,1,93.29539430309677,93.3,54.405450134038176,54.41
45975,2024-01-03 14:38:00,1,14375,15,1,92.24178644272628,92.24,51.423338085999774,51.42
47251,2024-01-03 14:38:00,4,14509,35,1,36.568503965869766,36.57,23.913437141788272,23.91
47251,2024-01-03 14:38:00,4,14509,39,1,51.82509348829324,51.83,30.080007484942904,30.08
23337,2024-01-03 14:40:00,3,11870,38,1,78.15075789932104,78.15,43.27485813170894,43.27
23337,2024-01-03 14:40:00,3,11870,21,2,53.10415302519941,106.21,29.566587176025344,59.13
5689,2024-01-03 15:10:00,1,5689,41,1,68.8764982857499,68.88,40.97520645465092,40.98
11608,2024-01-03 15:16:00,2,10619,13,1,54.665389694408546,54.67,30.769586247281993,30.77
12777,2024-01-03 15:16:00,2,10737,10,1,56.098616584014415,56.1,36.607330330546446,36.61
45042,2024-01-03 15:17:00,1,14275,41,2,73.07132540442981,146.14,40.97520645465092,81.95
1054,2024-01-03 15:21:00,6,1054,15,3,86.85967381861268,260.58,51.423338085999774,154.27
6973,2024-01-03 15:29:00,2,6973,44,1,37.8717770230759,37.87,28.442714982694312,28.44
31416,2024-01-03 15:48:00,3,12715,8,1,29.903779116473363,29.9,21.322555337213245,21.32
34634,2024-01-03 15:50:00,2,13099,3,2,92.35746332506335,184.71,65.0307658356351,130.06
15770,2024-01-03 15:58:00,5,11060,4,1,72.08798154829567,72.09,38.384228204385145,38.38
15770,2024-01-03 15:58:00,5,11060,39,1,51.303426602183904,51.3,30.080007484942904,30.08
23848,2024-01-03 16:25:00,7,11918,37,1,23.625304280977613,23.63,15.25996596104613,15.26
19132,2024-01-03 16:27:00,1,11424,15,1,106.90332150790532,106.9,51.423338085999774,51.42
48097,2024-01-03 16:27:00,1,14595,1,1,50.074215976097015,50.07,34.15932787828032,34.16
5005,2024-01-03 16:28:00,1,5005,39,1,47.840496219243576,47.84,30.080007484942904,30.08
11384,2024-01-03 16:28:00,1,10587,24,1,81.19093019440918,81.19,57.603832640718444,57.6
28035,2024-01-03 16:29:00,1,12357,38,1,72.9646823201461,72.96,43.27485813170894,43.27
32781,2024-01-03 16:33:00,1,12867,5,1,32.520032328782065,32.52,24.490637474094285,24.49
34908,2024-01-03 16:33:00,3,13131,33,1,30.258203778372163,30.26,16.292411071585747,16.29
39197,2024-01-03 16:37:00,1,13617,1,1,61.623875449082306,61.62,34.15932787828032,34.16
5970,2024-01-03 16:46:00,3,5970,34,1,21.62358841253369,21.62,12.567958517114779,12.57
6534,2024-01-03 16:58:00,1,6534,36,1,51.08035151382583,51.08,29.80019306443384,29.8
36897,2024-01-03 17:10:00,1,13358,23,1,84.38567106084335,84.39,50.69143856981371,50.69
18252,2024-01-03 17:13:00,3,11323,41,1,61.55269494371782,61.55,40.97520645465092,40.98
11520,2024-01-03 17:21:00,3,10606,31,1,26.547866825577408,26.55,20.64513179847457,20.65
35720,2024-01-03 17:38:00,3,13219,14,1,36.18484488138898,36.18,20.72329573965296,20.72
45568,2024-01-03 17:42:00,2,14327,18,1,73.69064496780123,73.69,41.49005920472118,41.49
45568,2024-01-03 17:42:00,2,14327,41,2,59.26435168728396,118.53,40.97520645465092,81.95
19487,2024-01-03 17:45:00,1,11463,32,1,26.299736294419148,26.3,19.829429012940626,19.83
6531,2024-01-03 17:46:00,1,6531,1,1,46.38460646547421,46.38,34.15932787828032,34.16
6531,2024-01-03 17:46:00,1,6531,23,1,82.14262185688891,82.14,50.69143856981371,50.69
10765,2024-01-03 17:49:00,4,10529,27,1,20.434325518273674,20.43,16.710924060975103,16.71
24009,2024-01-03 18:04:00,1,11936,14,1,34.040683854384746,34.04,20.72329573965296,20.72
34201,2024-01-03 18:20:00,1,13042,38,1,74.96193359019155,74.96,43.27485813170894,43.27
5937,2024-01-03 18:32:00,3,5937,3,1,93.60971736842346,93.61,65.0307658356351,65.03
2993,2024-01-03 18:35:00,1,2993,43,2,83.31445214295162,166.63,54.405450134038176,108.81
40554,2024-01-03 18:43:00,1,13764,33,1,23.53008280085454,23.53,16.292411071585747,16.29
49954,2024-01-03 19:02:00,1,14788,33,1,28.91036410469802,28.91,16.292411071585747,16.29
32010,2024-01-03 19:04:00,4,12773,13,1,46.006620710788454,46.01,30.769586247281993,30.77
23894,2024-01-03 19:16:00,2,11921,20,1,45.88269706379706,45.88,26.10422385227317,26.1
43860,2024-01-03 19:16:00,4,14137,42,2,45.17110775695505,90.34,25.665064033228408,51.33
47071,2024-01-03 19:21:00,2,14496,25,1,51.25612975275864,51.26,30.89087523116796,30.89
51417,2024-01-03 19:34:00,1,14955,11,1,50.946182883638,50.95,28.48313195933695,28.48
15059,2024-01-03 19:38:00,1,10984,32,1,22.704702606519344,22.7,19.829429012940626,19.83
15059,2024-01-03 19:38:00,1,10984,8,1,32.31265936484102,32.31,21.322555337213245,21.32
20930,2024-01-03 19:38:00,3,11622,32,1,24.597560595690815,24.6,19.829429012940626,19.83
37871,2024-01-03 19:38:00,9,13466,13,2,51.505216675335184,103.01,30.769586247281993,61.54
37871,2024-01-03 19:38:00,9,13466,13,2,52.83726418740463,105.67,30.769586247281993,61.54
31949,2024-01-03 19:46:00,1,12765,45,2,73.96413268656798,147.93,44.28384305551713,88.57
22091,2024-01-03 19:47:00,1,11750,10,2,59.97704361487713,119.95,36.607330330546446,73.21
22091,2024-01-03 19:47:00,1,11750,37,1,22.731830535510216,22.73,15.25996596104613,15.26
24080,2024-01-04 09:00:00,2,11939,37,1,22.519995475778696,22.52,15.25996596104613,15.26
17166,2024-01-04 09:06:00,1,11212,15,1,88.31970177200817,88.32,51.423338085999774,51.42
6170,2024-01-04 09:12:00,1,6170,39,1,55.29750909133328,55.3,30.080007484942904,30.08
15369,2024-01-04 09:17:00,1,11018,13,1,53.30631341777726,53.31,30.769586247281993,30.77
31552,2024-01-04 09:17:00,1,12726,11,1,45.24409823736043,45.24,28.48313195933695,28.48
3886,2024-01-04 09:34:00,6,3886,19,2,68.90830998094009,137.82,49.65040048880754,99.3
47412,2024-01-04 09:46:00,5,14522,39,1,52.483185749920025,52.48,30.080007484942904,30.08
48032,2024-01-04 09:52:00,2,14585,13,1,49.021612199836355,49.02,30.769586247281993,30.77
36885,2024-01-04 09:54:00,1,13356,44,1,44.190312023483855,44.19,28.442714982694312,28.44
49772,2024-01-04 10:08:00,1,14770,4,1,65.78816502274557,65.79,38.384228204385145,38.38
21691,2024-01-04 10:14:00,2,11713,15,1,101.40042291649537,101.4,51.423338085999774,51.42
21691,2024-01-04 10:14:00,2,11713,29,1,31.16034382414903,31.16,15.61851192702008,15.62
39206,2024-01-04 10:17:00,4,13617,13,1,57.64417929514155,57.64,30.769586247281993,30.77
13066,2024-01-04 10:18:00,5,10763,30,1,26.07659477732217,26.08,22.215953663512238,22.22
16769,2024-01-04 10:29:00,8,11170,30,1,25.93405617090738,25.93,22.215953663512238,22.22
41544,2024-01-04 10:35:00,1,13878,27,2,21.66325880546322,43.33,16.710924060975103,33.42
25330,2024-01-04 10:49:00,1,12070,4,1,56.93079399987585,56.93,38.384228204385145,38.38
149,2024-01-04 10:56:00,2,149,22,1,95.11023749420706,95.11,47.90895689715446,47.91
38709,2024-01-04 12:00:00,1,13554,5,1,32.95826597398905,32.96,24.490637474094285,24.49
25542,2024-01-04 12:09:00,2,12094,32,1,24.661912317569527,24.66,19.829429012940626,19.83
41171,2024-01-04 12:16:00,2,13833,34,1,16.94605363186808,16.95,12.567958517114779,12.57
44136,2024-01-04 12:21:00,3,14173,37,1,23.184809506974442,23.18,15.25996596104613,15.26
24938,2024-01-04 12:27:00,5,12022,3,3,99.87189147637382,299.62,65.0307658356351,195.09
27717,2024-01-04 12:32:00,1,12322,26,1,22.098902757079987,22.1,12.094902325424748,12.09
32919,2024-01-04 12:33:00,3,12888,27,1,18.24669577619301,18.25,16.710924060975103,16.71
26621,2024-01-04 12:36:00,1,12215,20,1,41.63934111026397,41.64,26.10422385227317,26.1
7977,2024-01-04 12:39:00,2,7977,25,1,47.77670425898054,47.78,30.89087523116796,30.89
48435,2024-01-04 12:41:00,1,14633,2,1,27.404040378478708,27.4,16.062306684945302,16.06
24949,2024-01-04 12:45:00,5,12022,40,3,48.13265431465853,144.4,29.753590822229057,89.26
496,2024-01-04 12:52:00,1,496,4,1,71.09596469854486,71.1,38.384228204385145,38.38
13516,2024-01-04 13:09:00,6,10810,16,1,100.60243557930363,100.6,57.07241429563664,57.07
13516,2024-01-04 13:09:00,6,10810,43,3,78.54288370731169,235.63,54.405450134038176,163.22
1550,2024-01-04 13:12:00,1,1550,1,1,55.99029615201966,55.99,34.15932787828032,34.16
1550,2024-01-04 13:12:00,1,1550,11,1,43.33169544380328,43.33,28.48313195933695,28.48
29267,2024-01-04 13:13:00,1,12493,12,1,57.734147692856496,57.73,46.19791007143927,46.2
6685,2024-01-04 13:17:00,3,6685,34,3,18.180340510194526,54.54,12.567958517114779,37.7
24702,2024-01-04 13:40:00,1,11998,15,1,84.78540635031673,84.79,51.423338085999774,51.42
24702,2024-01-04 13:40:00,1,11998,30,3,28.757153879345818,86.27,22.215953663512238,66.65
33727,2024-01-04 13:41:00,1,12984,33,1,27.777179667858775,27.78,16.292411071585747,16.29
43758,2024-01-04 13:53:00,1,14128,2,1,26.544932098404658,26.54,16.062306684945302,16.06
43758,2024-01-04 13:53:00,1,14128,10,1,52.01013637239471,52.01,36.607330330546446,36.61
39830,2024-01-04 14:19:00,2,13678,34,1,19.819259038073984,19.82,12.567958517114779,12.57
37632,2024-01-04 14:25:00,3,13435,6,1,120.17315625051408,120.17,64.35435783228779,64.35
42583,2024-01-04 14:29:00,1,13999,20,1,40.44696903310436,40.45,26.10422385227317,26.1
6831,2024-01-04 14:32:00,1,6831,27,1,19.758098754460196,19.76,16.710924060975103,16.71
35621,2024-01-04 14:38:00,1,13205,19,1,73.91924759704966,73.92,49.65040048880754,49.65
46942,2024-01-04 14:44:00,2,14488,19,1,59.94517873830057,59.95,49.65040048880754,49.65
38366,2024-01-04 14:46:00,1,13515,40,1,57.47874671831744,57.48,29.753590822229057,29.75
22433,2024-01-04 15:07:00,4,11779,42,1,48.498441628588786,48.5,25.665064033228408,25.67
1378,2024-01-04 15:12:00,6,1378,19,1,62.71335421281243,62.71,49.65040048880754,49.65
8490,2024-01-04 15:16:00,5,8490,10,2,51.573241215348965,103.15,36.607330330546446,73.21
38434,2024-01-04 15:33:00,3,13524,17,2,82.52112453611768,165.04,51.49240095290434,102.98
16523,2024-01-04 15:35:00,1,11143,1,2,54.52906793446057,109.06,34.15932787828032,68.32
38846,2024-01-04 15:40:00,2,13573,9,1,42.91392510537693,42.91,26.78976945949126,26.79
24596,2024-01-04 15:57:00,2,11987,8,1,31.061823863884495,31.06,21.322555337213245,21.32
24596,2024-01-04 15:57:00,2,11987,8,1,28.852357120142706,28.85,21.322555337213245,21.32
44919,2024-01-04 16:34:00,1,14262,16,1,105.45432083188263,105.45,57.07241429563664,57.07
31311,2024-01-04 16:51:00,1,12707,26,1,20.616581359027105,20.62,12.094902325424748,12.09
35109,2024-01-04 17:13:00,6,13154,35,1,45.925552227336134,45.93,23.913437141788272,23.91
47702,2024-01-04 17:22:00,2,14546,25,1,43.81947548937634,43.82,30.89087523116796,30.89
48730,2024-01-04 17:25:00,7,14658,9,1,46.48216460584517,46.48,26.78976945949126,26.79
19449,2024-01-04 17:44:00,2,11457,25,1,52.34991151582583,52.35,30.89087523116796,30.89
18899,2024-01-04 17:46:00,1,11402,4,1,59.923425614340694,59.92,38.384228204385145,38.38
17902,2024-01-04 17:50:00,1,11288,6,1,117.61515100691045,117.62,64.35435783228779,64.35
25335,2024-01-04 17:50:00,1,12070,4,1,61.7641963731942,61.76,38.384228204385145,38.38
33732,2024-01-04 19:08:00,3,12985,43,1,80.69557448161646,80.7,54.405450134038176,54.41
49153,2024-01-04 19:10:00,1,14712,42,2,52.966158374869615,105.93,25.665064033228408,51.33
48845,2024-01-04 19:21:00,1,14676,10,1,62.16196444383451,62.16,36.607330330546446,36.61
7070,2024-01-04 19:24:00,3,7070,6,1,113.59239937289014,113.59,64.35435783228779,64.35
